epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1,saved_model_path,training_phase
2,0.6449404358863831,0.6324344873428345,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,models/Artistic_Representation_EN.jsonl.model,normal
7,0.4625806808471679,0.4984166622161865,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,models/Artistic_Representation_FR.jsonl.model,normal
18,1.5543543631050556e-05,0.0859631144954759,0.9973404255319148,0.9894459102902374,0.9933774834437086,379.0,0.6,0.8571428571428571,0.7058823529411765,7.0,0.8496299181924425,models/Event_Disruption_EN.jsonl.model,normal
4,0.6006398797035217,0.6257123947143555,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,models/Event_Disruption_FR.jsonl.model,normal
6,0.2260275930166244,0.2217707931995391,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,models/Loss_of_Indigenous_Practices_EN.jsonl.model,normal
3,0.9401176182123332,0.4651272961726555,0.9970501474926252,0.8184019370460048,0.898936170212766,413.0,0.0131578947368421,0.5,0.0256410256410256,2.0,0.4622885979268958,models/Loss_of_Indigenous_Practices_FR.jsonl.model,reinforced
7,0.000246024292915,0.0011809078776143,1.0,1.0,1.0,385.0,1.0,1.0,1.0,1.0,1.0,models/Cultural_Sector_Footprint_EN.jsonl.model,normal
3,0.6187866043585998,1.2681085696587195,1.0,0.0772946859903381,0.1434977578475336,414.0,0.0026109660574412,1.0,0.0052083333333333,1.0,0.0743530455904334,models/Cultural_Sector_Footprint_FR.jsonl.model,reinforced
7,0.0003361289584842,0.1512601824372093,0.9808743169398908,0.9917127071823204,0.9862637362637364,362.0,0.85,0.7083333333333334,0.7727272727272727,24.0,0.8794955044955045,models/Cultural_Frame_Detection_EN.jsonl.model,normal
13,0.0689446331690187,0.0764822199940681,1.0,0.986842105263158,0.9933774834437086,152.0,0.7142857142857143,1.0,0.8333333333333334,5.0,0.9133554083885208,models/Cultural_Frame_Detection_FR.jsonl.model,reinforced
12,0.0003242139854202,1.1055182218551636,0.8888888888888888,0.9411764705882352,0.9142857142857144,17.0,0.8,0.6666666666666666,0.7272727272727273,6.0,0.8207792207792208,models/Negative_Economic_Impacts_EN.jsonl.model,normal
3,0.3788362145423889,0.3067318201065063,1.0,0.8947368421052632,0.9444444444444444,19.0,0.8,1.0,0.8888888888888888,8.0,0.9166666666666666,models/Negative_Economic_Impacts_FR.jsonl.model,normal
6,0.000446166525855,0.0961085384809009,0.9896103896103896,1.0,0.9947780678851176,381.0,1.0,0.2,0.3333333333333333,5.0,0.6640557006092254,models/Positive_Economic_Impacts_EN.jsonl.model,normal
4,0.2983606305833046,0.0983855340343255,0.9951573849878934,0.9975728155339806,0.9963636363636365,412.0,0.5,0.3333333333333333,0.4,3.0,0.6981818181818182,models/Positive_Economic_Impacts_FR.jsonl.model,reinforced
5,0.1923794214214597,0.5835806131362915,0.875,0.8235294117647058,0.8484848484848485,17.0,0.5714285714285714,0.6666666666666666,0.6153846153846154,6.0,0.731934731934732,models/Costs_of_Climate_Action_EN.jsonl.model,normal
1,0.959243267774582,0.4791963398456573,0.9130434782608696,0.9130434782608696,0.9130434782608696,23.0,0.5,0.5,0.5,4.0,0.7065217391304348,models/Costs_of_Climate_Action_FR.jsonl.model,reinforced
9,0.0026858087595818,0.6354692578315735,0.9090909090909092,1.0,0.9523809523809524,20.0,1.0,0.3333333333333333,0.5,3.0,0.7261904761904762,models/Benefits_of_Climate_Action_EN.jsonl.model,normal
17,0.1031144257061756,0.1208037698211578,0.98,0.9824561403508772,0.981226533166458,399.0,0.5333333333333333,0.5,0.5161290322580645,16.0,0.7486777827122613,models/Benefits_of_Climate_Action_FR.jsonl.model,normal
8,0.0013036901613564,0.349889725446701,0.9375,0.9375,0.9375,16.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0,0.8973214285714286,models/Economic_Sector_Footprint_EN.jsonl.model,normal
16,0.0150524795753881,0.3551457226276397,0.9047619047619048,1.0,0.95,19.0,1.0,0.75,0.8571428571428571,8.0,0.9035714285714284,models/Economic_Sector_Footprint_FR.jsonl.model,normal
4,0.0015611232693551,0.5631625292822718,0.9565217391304348,0.9322033898305084,0.944206008583691,118.0,0.7037037037037037,0.7916666666666666,0.7450980392156863,24.0,0.8446520238996886,models/Economic_Frame_Detection_EN.jsonl.model,reinforced
13,0.0112282971851527,0.4084944065660238,0.9682539682539684,0.9457364341085271,0.9568627450980391,129.0,0.7741935483870968,0.8571428571428571,0.8135593220338984,28.0,0.8852110335659689,models/Economic_Frame_Detection_FR.jsonl.model,normal
2,0.4310493856212314,0.621022323003182,0.8254716981132075,0.7478632478632479,0.7847533632286996,234.0,0.6609195402298851,0.756578947368421,0.7055214723926381,152.0,0.7451374178106689,models/Negative_Emotion_EN.jsonl.model,normal
16,0.0160487130163416,1.1323813452170446,0.8713692946058091,0.8171206225680934,0.8433734939759037,257.0,0.7298850574712644,0.8037974683544303,0.7650602409638554,158.0,0.8042168674698795,models/Negative_Emotion_FR.jsonl.model,normal
4,0.1937495926965256,0.9202499389648438,0.7160493827160493,0.6408839779005525,0.6763848396501457,181.0,0.7098214285714286,0.775609756097561,0.7412587412587412,205.0,0.7088217904544435,models/Neutral_Emotion_EN.jsonl.model,normal
4,0.190098111745384,0.9130076885223388,0.8627450980392157,0.5789473684210527,0.6929133858267716,76.0,0.6952380952380952,0.9125,0.7891891891891892,80.0,0.7410512875079804,models/Neutral_Emotion_FR.jsonl.model,normal
8,0.003117764846382,0.4318277150508948,0.9552238805970148,0.9770992366412212,0.9660377358490566,131.0,0.625,0.4545454545454545,0.5263157894736842,11.0,0.7461767626613705,models/Positive_Emotion_EN.jsonl.model,normal
6,0.0765630030383666,0.2344533413648605,0.958041958041958,0.9785714285714284,0.9681978798586572,140.0,0.7692307692307693,0.625,0.6896551724137931,16.0,0.8289265261362252,models/Positive_Emotion_FR.jsonl.model,normal
7,0.2746048271656036,0.2233087867498397,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,models/Habitat_Loss_EN.jsonl.model,normal
5,0.6098373234272003,0.6276351809501648,1.0,0.6666666666666666,0.8,3.0,0.75,1.0,0.8571428571428571,3.0,0.8285714285714285,models/Habitat_Loss_FR.jsonl.model,normal
5,0.319221834341685,0.4247969388961792,1.0,0.75,0.8571428571428571,4.0,0.8,1.0,0.8888888888888888,4.0,0.873015873015873,models/Species_Loss_EN.jsonl.model,normal
3,0.6260843873023987,0.6188489198684692,1.0,0.6666666666666666,0.8,3.0,0.75,1.0,0.8571428571428571,3.0,0.8285714285714285,models/Species_Loss_FR.jsonl.model,normal
7,0.0012602189576349,0.1160171208903193,0.9924242424242424,0.9849624060150376,0.9886792452830188,133.0,0.8,0.8888888888888888,0.8421052631578947,9.0,0.9153922542204568,models/Environmental_Frame_Detection_EN.jsonl.model,normal
13,0.1249010747541552,0.2010935336351394,0.9931506849315068,0.9666666666666668,0.9797297297297296,150.0,0.5,0.8333333333333334,0.625,6.0,0.8023648648648649,models/Environmental_Frame_Detection_FR.jsonl.model,reinforced
3,0.1070186883211135,0.0551430061459541,1.0,1.0,1.0,25.0,1.0,1.0,1.0,8.0,1.0,models/Extreme_Weather_Event_EN.jsonl.model,normal
7,0.0346455754867444,0.1390438224188983,1.0,0.9375,0.967741935483871,32.0,0.75,1.0,0.8571428571428571,6.0,0.912442396313364,models/Extreme_Weather_Event_FR.jsonl.model,normal
8,0.0004603382723871,0.8052303791046143,0.9565217391304348,0.9166666666666666,0.9361702127659576,24.0,0.7777777777777778,0.875,0.8235294117647058,8.0,0.8798498122653317,models/Meeting_Conference_EN.jsonl.model,normal
3,0.1978055791308482,0.1078712902963161,1.0,0.9642857142857144,0.9818181818181818,28.0,0.9166666666666666,1.0,0.9565217391304348,11.0,0.9691699604743084,models/Meeting_Conference_FR.jsonl.model,normal
4,0.0379748672261187,0.0686106159566686,0.9971910112359552,0.9833795013850416,0.99023709902371,361.0,0.8,0.96,0.8727272727272727,25.0,0.9314821858754914,models/Publication_EN.jsonl.model,normal
7,0.0604766871159275,0.0230254791676998,1.0,1.0,1.0,26.0,1.0,1.0,1.0,12.0,1.0,models/Publication_FR.jsonl.model,normal
4,0.1002203322015702,0.0266098137944936,1.0,1.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,models/Election_EN.jsonl.model,normal
10,0.0023024843181841,0.0364700374171102,0.997560975609756,0.997560975609756,0.997560975609756,410.0,0.8,0.8,0.8,5.0,0.8987804878048781,models/Election_FR.jsonl.model,reinforced
7,0.0041710217832587,0.2252524168579839,0.9615384615384616,0.925925925925926,0.9433962264150944,27.0,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0,0.8563134978229319,models/Policy_Announcement_EN.jsonl.model,normal
8,0.0354325785301625,0.220776280388236,0.9393939393939394,0.96875,0.953846153846154,32.0,0.8,0.6666666666666666,0.7272727272727273,6.0,0.8405594405594405,models/Policy_Announcement_FR.jsonl.model,normal
7,0.0080197382718324,0.019396108618821,1.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,models/Judiciary_Decision_EN.jsonl.model,normal
9,0.0228812602193405,0.0111922682262957,1.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,models/Judiciary_Decision_FR.jsonl.model,normal
4,0.0101735916670841,0.0859191142612521,0.9896103896103896,1.0,0.9947780678851176,381.0,1.0,0.2,0.3333333333333333,5.0,0.6640557006092254,models/Cultural_Event_EN.jsonl.model,normal
7,0.046675239301597,0.0118818464688956,1.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,models/Cultural_Event_FR.jsonl.model,normal
4,0.0088546762629875,0.026000240562168,0.9973821989528796,1.0,0.9986893840104848,381.0,1.0,0.8,0.8888888888888888,5.0,0.9437891364496868,models/Protest_EN.jsonl.model,normal
5,0.0463192233314307,0.0385161571276302,0.9951219512195122,0.9975550122249388,0.9963369963369964,409.0,0.8,0.6666666666666666,0.7272727272727273,6.0,0.8618048618048618,models/Protest_FR.jsonl.model,normal
11,0.0050337899056768,0.7484628319740295,0.9439252336448598,0.926605504587156,0.9351851851851852,109.0,0.7714285714285715,0.8181818181818182,0.7941176470588235,33.0,0.8646514161220044,models/Event_Detection_EN.jsonl.model,normal
10,0.01872696722589,0.5463445450250919,0.9335548172757476,0.9304635761589404,0.9320066334991708,302.0,0.8157894736842105,0.8230088495575221,0.8193832599118943,113.0,0.8756949467055326,models/Event_Detection_FR.jsonl.model,normal
13,0.0292840941498676,0.3491490483283996,0.875,1.0,0.9333333333333332,7.0,1.0,0.5,0.6666666666666666,2.0,0.8,models/Winners_and_Losers_EN.jsonl.model,normal
14,0.1456133996446927,0.474762499332428,0.8571428571428571,1.0,0.9230769230769232,6.0,1.0,0.5,0.6666666666666666,2.0,0.7948717948717949,models/Winners_and_Losers_FR.jsonl.model,normal
4,0.3875922560691833,0.4773539900779724,0.8333333333333334,1.0,0.9090909090909092,5.0,1.0,0.75,0.8571428571428571,4.0,0.8831168831168831,models/North-South_Responsibility_EN.jsonl.model,normal
3,0.648501475652059,0.6571523547172546,0.75,0.75,0.75,4.0,0.75,0.75,0.75,4.0,0.75,models/North-South_Responsibility_FR.jsonl.model,normal
19,0.0003805998110328,0.0748281859873364,0.9947089947089948,0.9894736842105264,0.992084432717678,380.0,0.5,0.6666666666666666,0.5714285714285714,6.0,0.7817565020731247,models/Unequal_Impacts_EN.jsonl.model,reinforced
13,0.0179484710992815,0.0439747688539612,0.9951219512195122,0.9951219512195122,0.9951219512195122,410.0,0.6,0.6,0.6,5.0,0.7975609756097561,models/Unequal_Impacts_FR.jsonl.model,normal
13,0.6680714786052704,0.7188057899475098,0.0,0.0,0.0,7.0,0.2222222222222222,1.0,0.3636363636363636,2.0,0.1818181818181818,models/Unequal_Access_EN.jsonl.model,reinforced
4,0.0082614970071097,0.072014939577247,0.9901960784313726,0.9950738916256158,0.9926289926289926,406.0,0.7142857142857143,0.5555555555555556,0.625,9.0,0.8088144963144963,models/Unequal_Access_FR.jsonl.model,reinforced
9,2.855769678123524e-05,0.0094221832725732,1.0,0.9973614775725592,0.998678996036988,379.0,0.875,1.0,0.9333333333333332,7.0,0.9660061646851608,models/Intergenerational_Justice_EN.jsonl.model,normal
11,0.0102713945491884,0.0172406606501541,0.9975786924939468,1.0,0.9987878787878788,412.0,1.0,0.6666666666666666,0.8,3.0,0.8993939393939394,models/Intergenerational_Justice_FR.jsonl.model,normal
5,0.0415466147503454,0.1825029614578502,0.9745762711864406,0.9745762711864406,0.9745762711864406,354.0,0.71875,0.71875,0.71875,32.0,0.8466631355932204,models/Justice_Frame_Detection_EN.jsonl.model,normal
10,0.0516623931471258,0.1951922493485304,0.971938775510204,0.9896103896103896,0.9806949806949808,385.0,0.8260869565217391,0.6333333333333333,0.7169811320754716,30.0,0.8488380563852262,models/Justice_Frame_Detection_FR.jsonl.model,normal
7,0.0561021753795901,0.1983228447676923,0.9795081967213116,0.956,0.9676113360323888,250.0,0.9225352112676056,0.9632352941176472,0.9424460431654677,136.0,0.9550286895989282,models/Canadian_Context_EN.jsonl.model,normal
12,0.0032205222148655,0.1755097011104226,1.0,0.9607843137254902,0.98,102.0,0.9310344827586208,1.0,0.9642857142857144,54.0,0.9721428571428572,models/Canadian_Context_FR.jsonl.model,normal
9,0.0016722869873046,0.0358470689478473,1.0,0.9947368421052633,0.9973614775725592,380.0,0.75,1.0,0.8571428571428571,6.0,0.9272521673577082,models/Health_Expert_EN.jsonl.model,reinforced
8,0.0082566476731489,0.0132598188849022,0.997560975609756,1.0,0.9987789987789988,409.0,1.0,0.8333333333333334,0.9090909090909092,6.0,0.953934953934954,models/Health_Expert_FR.jsonl.model,normal
4,0.0751246086853955,0.1999946354577938,0.9558823529411764,0.9848484848484848,0.9701492537313432,66.0,0.75,0.5,0.6,6.0,0.7850746268656716,models/Economic_Expert_EN.jsonl.model,normal
3,0.011142780422233,0.2615392605463664,0.9861111111111112,0.9594594594594594,0.9726027397260274,74.0,0.6666666666666666,0.8571428571428571,0.75,7.0,0.8613013698630136,models/Economic_Expert_FR.jsonl.model,reinforced
9,0.0321027678639992,0.008311017571638,1.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,1.0,models/Security_Expert_FR.jsonl.model,normal
4,0.0034363347415132,0.0240209676043237,0.9974025974025974,1.0,0.9986996098829648,384.0,1.0,0.5,0.6666666666666666,2.0,0.8326831382748158,models/Legal_Expert_EN.jsonl.model,normal
11,0.004165567318873,0.0285155546690265,0.9975490196078431,0.9951100244498776,0.996328029375765,409.0,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0,0.8827793993032671,models/Legal_Expert_FR.jsonl.model,normal
3,0.0146171444683291,0.0106945323447386,1.0,1.0,1.0,71.0,1.0,1.0,1.0,1.0,1.0,models/Cultural_Expert_EN.jsonl.model,normal
3,0.0094779963390185,0.1040991431979749,0.9901477832512317,0.9901477832512317,0.9901477832512317,406.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0,0.7728516694033936,models/Cultural_Expert_FR.jsonl.model,reinforced
8,0.0132564945824738,0.2133963285708047,0.9798270893371758,0.9742120343839542,0.9770114942528736,349.0,0.7692307692307693,0.8108108108108109,0.7894736842105263,37.0,0.8832425892317,models/Natural_Scientist_EN.jsonl.model,normal
8,0.0516309708279247,0.3361393334344029,0.9705882352941176,0.9705882352941176,0.9705882352941176,68.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0,0.9019607843137256,models/Natural_Scientist_FR.jsonl.model,normal
7,0.0009880746341766,0.0587302537264454,0.9947368421052633,0.9973614775725592,0.9960474308300395,379.0,0.8333333333333334,0.7142857142857143,0.7692307692307693,7.0,0.8826391000304044,models/Social_Scientist_EN.jsonl.model,normal
16,0.0104638935120489,0.1323676463037442,0.9949494949494948,0.977667493796526,0.986232790988736,403.0,0.5263157894736842,0.8333333333333334,0.6451612903225806,12.0,0.8156970406556583,models/Social_Scientist_FR.jsonl.model,reinforced
5,0.0656067799732443,0.3582576860984166,0.9571428571428572,1.0,0.978102189781022,67.0,1.0,0.4,0.5714285714285714,5.0,0.7747653806047967,models/Activist_EN.jsonl.model,normal
5,0.1219557494572971,0.0343406287332375,1.0,1.0,1.0,75.0,1.0,1.0,1.0,6.0,1.0,models/Activist_FR.jsonl.model,normal
4,0.0379715587034644,1.0213162501653037,0.9056603773584906,0.8888888888888888,0.897196261682243,54.0,0.6842105263157895,0.7222222222222222,0.7027027027027027,18.0,0.7999494821924729,models/Public_Official_EN.jsonl.model,normal
10,0.0080162022445026,0.194985965732485,1.0,0.9298245614035088,0.9636363636363636,57.0,0.8571428571428571,1.0,0.9230769230769232,24.0,0.9433566433566434,models/Public_Official_FR.jsonl.model,normal
11,0.0005525331873242,0.5727148085832596,0.9242424242424242,0.8840579710144928,0.9037037037037036,69.0,0.8933333333333333,0.9305555555555556,0.91156462585034,72.0,0.907634164777022,models/Messenger_Detection_EN.jsonl.model,normal
6,0.0494717701803892,0.3859428071703475,0.9105263157894736,0.9202127659574468,0.9153439153439152,188.0,0.9333333333333332,0.9251101321585904,0.9292035398230089,227.0,0.922273727583462,models/Messenger_Detection_FR.jsonl.model,normal
1,0.5870267450809479,0.4958572089672088,0.0,0.0,0.0,1.0,0.8333333333333334,1.0,0.9090909090909092,5.0,0.4545454545454545,models/Negative_Health_Impacts_EN.jsonl.model,normal
1,0.6650736331939697,0.6029517650604248,0.0,0.0,0.0,1.0,0.75,1.0,0.8571428571428571,3.0,0.4285714285714285,models/Negative_Health_Impacts_FR.jsonl.model,normal
17,0.6794833540916443,0.7241544723510742,1.0,0.4,0.5714285714285714,5.0,0.25,1.0,0.4,1.0,0.4857142857142857,models/Health_Co-benefits_EN.jsonl.model,reinforced
2,1.439959656733733,1.1011949961002057,1.0,0.1283292978208232,0.2274678111587982,413.0,0.005524861878453,1.0,0.0109890109890109,2.0,0.1192284110739046,models/Health_Co-benefits_FR.jsonl.model,reinforced
9,0.0007538369815248,0.0963987194510991,1.0,0.9779411764705882,0.9888475836431226,136.0,0.6666666666666666,1.0,0.8,6.0,0.8944237918215614,models/Health_Frame_Detection_EN.jsonl.model,normal
6,0.0512244835082027,0.0609653282910585,0.9870967741935484,1.0,0.9935064935064936,153.0,1.0,0.5,0.6666666666666666,4.0,0.8300865800865801,models/Health_Frame_Detection_FR.jsonl.model,normal
2,0.0992043153953035,0.1238407729229388,0.9786096256684492,0.991869918699187,0.9851951547779272,369.0,0.75,0.5294117647058824,0.6206896551724138,17.0,0.8029424049751706,models/Policy_Measures_EN.jsonl.model,normal
4,0.3390141427516937,0.3118668794631958,0.9333333333333332,1.0,0.9655172413793104,42.0,1.0,0.5,0.6666666666666666,6.0,0.8160919540229885,models/Policy_Measures_FR.jsonl.model,normal
7,0.1274960645689414,0.5751403570175171,1.0,0.125,0.2222222222222222,8.0,0.8444444444444444,1.0,0.9156626506024096,38.0,0.5689424364123159,models/Political_Debate_EN.jsonl.model,normal
4,0.2544693563665662,0.2329218760132789,0.6666666666666666,0.5,0.5714285714285714,4.0,0.9545454545454546,0.9767441860465116,0.9655172413793104,43.0,0.7684729064039408,models/Political_Debate_FR.jsonl.model,normal
5,0.0761827906992818,0.341604083776474,1.0,0.8974358974358975,0.945945945945946,39.0,0.6,1.0,0.75,6.0,0.847972972972973,models/Political_Positioning_EN.jsonl.model,normal
4,0.2159229394580636,0.1908692009747028,0.9782608695652174,1.0,0.989010989010989,45.0,1.0,0.6666666666666666,0.8,3.0,0.8945054945054945,models/Political_Positioning_FR.jsonl.model,normal
4,0.0267373886106687,0.0207049136426156,0.9973753280839897,1.0,0.9986859395532196,380.0,1.0,0.8333333333333334,0.9090909090909092,6.0,0.9538884243220642,models/Public_Opinion_EN.jsonl.model,normal
12,0.018611956820158,0.0061119038145989,1.0,1.0,1.0,46.0,1.0,1.0,1.0,2.0,1.0,models/Public_Opinion_FR.jsonl.model,normal
3,0.1493817208925398,0.5057260781526566,0.9325842696629212,0.8645833333333334,0.8972972972972973,96.0,0.7547169811320755,0.8695652173913043,0.8080808080808081,46.0,0.8526890526890527,models/Political_Frame_Detection_EN.jsonl.model,normal
5,0.0812278711326563,0.6618750485090109,0.9014598540145984,0.875886524822695,0.8884892086330936,282.0,0.75177304964539,0.7969924812030075,0.7737226277372263,133.0,0.8311059181851599,models/Political_Frame_Detection_FR.jsonl.model,normal
10,0.001593103147461,0.3057610645790611,0.9806629834254144,0.9699453551912568,0.9752747252747253,366.0,0.5416666666666666,0.65,0.5909090909090909,20.0,0.7830919080919081,models/Urgency_Alarmism_EN.jsonl.model,reinforced
7,0.0167469401942351,0.1720209386951934,0.982367758186398,0.9848484848484848,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489,models/Urgency_Alarmism_FR.jsonl.model,normal
5,0.2082031788304448,0.5295658111572266,0.8235294117647058,0.875,0.8484848484848485,16.0,0.7777777777777778,0.7,0.7368421052631579,10.0,0.7926634768740032,models/Scientific_Controversy_EN.jsonl.model,normal
7,0.1891879774630069,0.537969708442688,0.8235294117647058,0.9333333333333332,0.875,15.0,0.6666666666666666,0.4,0.5,5.0,0.6875,models/Scientific_Controversy_FR.jsonl.model,normal
3,0.159899546764791,0.7252756953239441,0.8333333333333334,0.7692307692307693,0.8,13.0,0.8,0.8571428571428571,0.8275862068965517,14.0,0.8137931034482759,models/Discovery_and_Innovation_EN.jsonl.model,normal
6,0.2541217530767123,0.3269717097282409,0.75,0.75,0.75,4.0,0.9375,0.9375,0.9375,16.0,0.84375,models/Discovery_and_Innovation_FR.jsonl.model,normal
3,0.0018456884718034,0.5624603629112244,0.95,0.9047619047619048,0.926829268292683,21.0,0.6666666666666666,0.8,0.7272727272727273,5.0,0.8270509977827052,models/Scientific_Uncertainty_EN.jsonl.model,reinforced
5,0.1923020198368109,0.1266848656993646,0.9927360774818402,0.9975669099756692,0.9951456310679612,411.0,0.5,0.25,0.3333333333333333,4.0,0.6642394822006472,models/Scientific_Uncertainty_FR.jsonl.model,reinforced
6,0.0492359611671417,0.4368763566017151,0.9130434782608696,0.9545454545454546,0.9333333333333332,22.0,0.6666666666666666,0.5,0.5714285714285714,4.0,0.7523809523809524,models/Scientific_Certainty_EN.jsonl.model,normal
5,0.996341069539388,0.4795754551887512,0.85,1.0,0.918918918918919,17.0,0.0,0.0,0.0,3.0,0.4594594594594595,models/Scientific_Certainty_FR.jsonl.model,reinforced_5_forced
3,0.055253665096399,0.2877574087586254,0.940677966101695,0.9652173913043478,0.9527896995708156,115.0,0.8333333333333334,0.7407407407407407,0.7843137254901961,27.0,0.8685517125305058,models/Scientific_Frame_Detection_EN.jsonl.model,normal
5,0.0936365915784755,0.314962265224984,0.9389920424403184,0.9860724233983288,0.9619565217391304,359.0,0.868421052631579,0.5892857142857143,0.7021276595744681,56.0,0.8320420906567993,models/Scientific_Frame_Detection_FR.jsonl.model,normal
3,0.5524650307802054,1.2934901439226592,1.0,0.0217917675544794,0.0426540284360189,413.0,0.0049261083743842,1.0,0.0098039215686274,2.0,0.0262289750023232,models/Military_Disaster_Response_FR.jsonl.model,reinforced
18,0.0032202448369039,0.0020438394097324,1.0,1.0,1.0,414.0,1.0,1.0,1.0,1.0,1.0,models/Military_Base_Disruption_FR.jsonl.model,normal
2,0.706954300403595,0.6110451221466064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,models/Climate-Driven_Displacement_EN.jsonl.model,normal
9,0.6699597239494324,0.6854263544082642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,models/Climate-Driven_Displacement_FR.jsonl.model,reinforced
1,0.7678145170211792,0.6635172963142395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,models/Resource_Conflict_EN.jsonl.model,normal
14,0.6762685179710388,0.6913458108901978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,models/Resource_Conflict_FR.jsonl.model,reinforced
9,0.0042381116880427,0.0469920966402591,0.9946666666666668,0.997326203208556,0.9959946595460614,374.0,0.9090909090909092,0.8333333333333334,0.8695652173913043,12.0,0.9327799384686828,models/Security_Frame_Detection_EN.jsonl.model,normal
11,0.0318566651187009,0.0268540514633059,1.0,0.9935483870967742,0.9967637540453076,155.0,0.6666666666666666,1.0,0.8,2.0,0.8983818770226537,models/Security_Frame_Detection_FR.jsonl.model,normal
6,0.0424243945519116,0.5973192900956537,0.93006993006993,0.8986486486486487,0.9140893470790378,296.0,0.7,0.7777777777777778,0.7368421052631579,90.0,0.8254657261710978,models/Solutions_Detection_EN.jsonl.model,normal
4,0.1021535089032517,0.2683530654758215,0.9714285714285714,0.918918918918919,0.9444444444444444,111.0,0.8269230769230769,0.9347826086956522,0.8775510204081632,46.0,0.910997732426304,models/Solutions_Detection_FR.jsonl.model,normal
16,0.0014444574774884,0.8535812424138735,0.9377049180327868,0.9315960912052116,0.934640522875817,307.0,0.7407407407407407,0.759493670886076,0.75,79.0,0.8423202614379085,models/Mitigation_Strategy_EN.jsonl.model,normal
9,0.0119934144242172,0.1268577833051005,0.9814814814814816,1.0,0.9906542056074766,371.0,1.0,0.5333333333333333,0.6956521739130435,15.0,0.84315318976026,models/Adaptation_Strategy_EN.jsonl.model,normal
7,0.029521508106532,0.4912720751733734,0.9226006191950464,0.9612903225806452,0.9415481832543444,310.0,0.8695652173913043,0.7619047619047619,0.8121827411167513,105.0,0.8768654621855478,models/Mitigation_Strategy_FR.jsonl.model,normal
10,0.0102434839220502,0.0844095866554058,0.9923273657289002,0.9847715736040608,0.9885350318471338,394.0,0.75,0.8571428571428571,0.8,21.0,0.8942675159235669,models/Adaptation_Strategy_FR.jsonl.model,normal
8,0.005645772960547,0.1008520027195724,0.9863013698630136,1.0,0.993103448275862,72.0,1.0,0.5,0.6666666666666666,2.0,0.8298850574712644,models/Security_Expert_EN.jsonl.model,normal
