section,category,metric,value,notes
MODEL_PERFORMANCE,Pbh_3_SUB,Primary_Coder_F1_FR,0.2051,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Second_Coder_F1_ALL,0.0625,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Second_Coder_F1_EN,0.1333,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Consensus_F1_ALL,0.0625,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Consensus_F1_EN,0.1333,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pbh_3_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pbh_Detection,Primary_Coder_F1_ALL,0.6406,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Primary_Coder_F1_EN,0.6286,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Primary_Coder_F1_FR,0.6552,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pbh_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pbh_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pbh_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Primary_Coder_F1_ALL,0.5766,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Primary_Coder_F1_EN,0.6522,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Primary_Coder_F1_FR,0.5231,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Second_Coder_F1_ALL,0.5333,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Second_Coder_F1_EN,0.5600,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Second_Coder_F1_FR,0.5143,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Consensus_F1_ALL,0.5306,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Consensus_F1_EN,0.6667,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_1_SUB,Consensus_F1_FR,0.4286,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Primary_Coder_F1_ALL,0.8588,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Primary_Coder_F1_EN,0.8143,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Primary_Coder_F1_FR,0.8941,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Second_Coder_F1_ALL,0.5486,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Second_Coder_F1_EN,0.5036,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Second_Coder_F1_FR,0.5906,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Consensus_F1_ALL,0.5505,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Consensus_F1_EN,0.5036,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_2_SUB,Consensus_F1_FR,0.5946,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Primary_Coder_F1_ALL,0.6503,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Primary_Coder_F1_EN,0.6408,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Primary_Coder_F1_FR,0.6667,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Second_Coder_F1_ALL,0.2319,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Second_Coder_F1_EN,0.1579,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Second_Coder_F1_FR,0.3226,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Consensus_F1_ALL,0.2258,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Consensus_F1_EN,0.1081,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_3_SUB,Consensus_F1_FR,0.4000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Primary_Coder_F1_ALL,0.8060,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Primary_Coder_F1_EN,0.7742,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Primary_Coder_F1_FR,0.8333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Second_Coder_F1_ALL,0.3636,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Second_Coder_F1_EN,0.6154,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Consensus_F1_ALL,0.3636,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Consensus_F1_EN,0.6154,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_4_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_Detection,Primary_Coder_F1_ALL,0.7945,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Primary_Coder_F1_EN,0.7592,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Primary_Coder_F1_FR,0.8225,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Pol_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Pol_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,RED_Detection,Primary_Coder_F1_ALL,0.7222,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Primary_Coder_F1_EN,0.7600,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Primary_Coder_F1_FR,0.6897,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,RED_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,RED_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,RED_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Primary_Coder_F1_ALL,0.9057,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Primary_Coder_F1_EN,0.9615,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Primary_Coder_F1_FR,0.8519,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Second_Coder_F1_ALL,0.1379,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Second_Coder_F1_EN,0.1538,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Second_Coder_F1_FR,0.1250,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Consensus_F1_ALL,0.1429,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Consensus_F1_EN,0.1667,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_1_SUB,Consensus_F1_FR,0.1250,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Primary_Coder_F1_ALL,0.8594,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Primary_Coder_F1_EN,0.8929,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Primary_Coder_F1_FR,0.8333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_2_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Primary_Coder_F1_ALL,0.6538,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Primary_Coder_F1_EN,0.6667,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Primary_Coder_F1_FR,0.6429,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Second_Coder_F1_ALL,0.2105,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Second_Coder_F1_EN,0.2000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Second_Coder_F1_FR,0.2222,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Consensus_F1_ALL,0.2353,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Consensus_F1_EN,0.2222,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_3_SUB,Consensus_F1_FR,0.2500,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Primary_Coder_F1_ALL,0.4516,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Primary_Coder_F1_EN,0.6364,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Primary_Coder_F1_FR,0.0000,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Second_Coder_F1_ALL,0.7273,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Second_Coder_F1_EN,0.8000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Consensus_F1_ALL,0.8000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Consensus_F1_EN,0.8889,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_4_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_Detection,Primary_Coder_F1_ALL,0.8092,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Primary_Coder_F1_EN,0.8095,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Primary_Coder_F1_FR,0.8088,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Sci_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Sci_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Primary_Coder_F1_ALL,0.0909,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Primary_Coder_F1_FR,0.0909,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Second_Coder_F1_ALL,0.1538,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Second_Coder_F1_FR,0.1538,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Consensus_F1_ALL,0.1538,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_1_SUB,Consensus_F1_FR,0.1538,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Primary_Coder_F1_ALL,1.0000,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Primary_Coder_F1_FR,1.0000,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_2_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Primary_Coder_F1_ALL,0.5417,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Primary_Coder_F1_EN,0.6667,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Primary_Coder_F1_FR,0.3333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Second_Coder_F1_ALL,0.4737,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Second_Coder_F1_EN,0.5714,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Second_Coder_F1_FR,0.2000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Consensus_F1_ALL,0.4737,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Consensus_F1_EN,0.5714,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_3_SUB,Consensus_F1_FR,0.2000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Primary_Coder_F1_ALL,0.2927,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Primary_Coder_F1_EN,0.3000,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Primary_Coder_F1_FR,0.2857,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Second_Coder_F1_ALL,0.1250,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Second_Coder_F1_EN,0.1000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Second_Coder_F1_FR,0.1667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Consensus_F1_ALL,0.1250,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Consensus_F1_EN,0.1000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_4_SUB,Consensus_F1_FR,0.1667,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_Detection,Primary_Coder_F1_ALL,0.5926,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Primary_Coder_F1_EN,0.6757,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Primary_Coder_F1_FR,0.4918,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Secu_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Secu_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Primary_Coder_F1_ALL,0.8988,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Primary_Coder_F1_EN,0.9114,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Primary_Coder_F1_FR,0.8876,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Second_Coder_F1_ALL,0.8304,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Second_Coder_F1_EN,0.8471,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Second_Coder_F1_FR,0.8140,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Consensus_F1_ALL,0.8284,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Consensus_F1_EN,0.8434,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_1_SUB,Consensus_F1_FR,0.8140,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Primary_Coder_F1_ALL,0.8250,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Primary_Coder_F1_EN,0.8182,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Primary_Coder_F1_FR,0.8333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Second_Coder_F1_ALL,0.5294,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Second_Coder_F1_EN,0.7273,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Second_Coder_F1_FR,0.1667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Consensus_F1_ALL,0.5625,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Consensus_F1_EN,0.7273,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_2_SUB,Consensus_F1_FR,0.2000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_Detection,Primary_Coder_F1_ALL,0.8496,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Primary_Coder_F1_EN,0.8340,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Primary_Coder_F1_FR,0.8638,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Solutions_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Solutions_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
